"id","fruit_weight","fruit_length","flowering_time"
"sample_61",14.7068775717437,10.736370464615,13.906617927012
"sample_62",10.773414306015,8.22824518140374,14.4044954166132
"sample_63",8.57486480469362,6.89660758541262,16.7659023370834
"sample_64",12.5125052378214,10.5041683902002,14.5597118061179
"sample_65",6.54760334852194,4.32886886381188,18.088974918176
"sample_66",9.86890435715113,8.44371237349866,17.7713445704167
"sample_67",10.667872107286,8.26958257626616,14.5416201437542
"sample_68",11.9907697282357,9.82388217513487,15.7492724658021
"sample_69",5.69640870267023,5.00888938163519,17.8233141893461
"sample_70",8.66238324849605,7.07348996666553,17.609725399319
"sample_71",11.6329121698211,7.89018897651154,15.071101365336
"sample_72",13.3611430211981,9.94870815661001,15.6594856736735
"sample_73",8.17886816034972,6.63296564986192,14.6343857022561
"sample_74",6.07552277111619,3.79382339211927,19.5971415971296
"sample_75",7.70179586022111,5.34208384350675,17.9570152301338
"sample_76",11.3582828946104,8.98350936910315,15.2757556554929
"sample_77",12.796201123993,10.2116938332624,13.1427109942358
"sample_78",10.5624378495609,8.29284245800281,16.546635300226
"sample_79",12.0528329758032,8.33100369392466,15.7586994462564
"sample_80",4.06684579344326,2.17030962616416,18.365634930917
"sample_81",12.5811690693742,10.6460424098746,15.1492794436852
"sample_82",3.6212333851052,2.92226218885452,17.8505758815382
"sample_83",9.56210008364724,7.2423272460631,16.6177280456974
"sample_84",6.72908089640861,4.95009344227519,17.6619528491
"sample_85",12.7563184946272,8.61177575484198,14.562361354138
"sample_86",10.0470520059321,8.02488652288138,14.3776952117554
"sample_87",11.6945858498905,8.59722751082066,16.1630642421718
"sample_88",8.93823108236763,6.55746794671018,17.0897435137818
"sample_89",12.7744655910242,10.3275262561251,13.8866458522286
"sample_90",10.3038926628457,8.38533798554088,13.9649371404542
"sample_91",10.639976240055,9.09367528078867,15.9899598006832
"sample_92",9.43064565245261,6.69204510089572,15.8136361654515
"sample_93",1.01691300167036,1.28296359983381,19.8963688433692
"sample_94",6.67254877353251,6.11729994526138,15.7781775320055
"sample_95",10.2230025782347,6.77862083011771,14.7597944354497
"sample_96",5.43613473394335,3.38846698095524,19.1284759308385
"sample_97",11.2054861312928,7.49872365378658,16.0023354331417
"sample_98",5.61433685450225,3.04338144127477,18.4580503022623
"sample_99",4.26551369091579,3.26312131077977,20.4720686590184
"sample_100",2.78690902453456,2.61274524012027,19.039822104509
